Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
Kota Bitung,0.000,0.451,1.633,0.739,2.765,-,2.407,0.092,0.074,0.829,0.226,0.158,0.003,0.042,0.313,0.054,0.323,0.052,0.586,0.482,0.202,0.221,0.032,0.054,0.619,0.435,0.400,0.246,0.143,0.503,0.110,0.190,0.009
Kota Tomohon,0.000,0.644,0.951,0.589,1.961,-,1.714,0.012,0.050,0.779,0.157,0.169,0.001,0.051,0.239,0.032,0.440,0.040,0.363,0.940,0.147,0.131,0.172,0.020,0.122,0.123,0.186,0.041,0.056,0.387,0.123,0.028,0.020
Kota Kotamobagu,0.000,0.127,1.142,0.419,2.564,-,2.405,0.052,0.092,1.285,0.163,0.093,0.005,0.033,0.370,0.022,0.384,0.061,0.367,0.456,0.118,0.921,0.281,0.012,0.122,0.284,0.225,0.134,0.130,0.370,0.183,0.310,0.010
Banggai Kepulauan,0.000,0.029,0.557,0.110,3.398,-,0.935,0.003,0.054,0.825,0.045,0.079,0.002,0.004,0.184,0.004,0.141,0.029,0.180,0.166,0.021,0.001,0.030,0.035,0.117,0.035,0.155,0.032,0.023,0.141,0.021,0.251,0.010
Banggai,0.000,0.087,0.647,0.699,2.358,-,1.504,0.036,0.107,0.900,0.068,0.131,0.001,0.055,0.223,0.016,0.233,0.110,0.368,0.167,0.096,0.012,0.009,0.228,0.312,0.122,0.269,0.085,0.187,0.431,0.095,0.389,0.014
Morowali,0.000,0.127,1.325,0.366,1.709,-,1.132,0.045,0.149,1.312,0.047,0.101,0.005,0.024,0.105,0.017,0.182,0.039,0.361,0.082,0.025,0.022,0.003,0.232,0.074,0.125,0.308,0.268,0.218,0.450,0.039,0.269,0.001
Poso,0.000,0.146,0.562,0.497,2.412,-,1.615,0.020,0.071,1.313,0.058,0.347,0.003,0.025,0.376,0.024,0.168,0.037,0.574,0.316,0.112,0.102,0.039,0.157,0.229,0.194,0.183,0.136,0.318,0.947,0.054,0.047,0.105
Donggala,0.000,0.385,0.577,0.280,2.166,-,1.174,0.110,0.087,0.536,0.048,0.155,0.004,0.007,0.116,0.018,0.101,0.053,0.202,0.075,0.072,0.098,0.009,0.460,0.248,0.054,0.073,0.084,0.284,0.186,0.044,0.110,0.000
Toli-Toli,0.000,0.151,0.454,0.404,2.764,-,1.407,0.022,0.075,0.513,0.091,0.238,0.004,0.021,0.220,0.013,0.171,0.098,1.533,0.124,0.033,0.277,0.016,0.228,0.132,0.086,0.165,0.100,0.167,0.372,0.069,0.125,0.000
Buol,0.000,0.106,0.533,0.267,2.331,-,2.023,0.018,0.091,0.165,0.044,0.089,0.002,0.009,0.105,0.008,0.115,0.075,0.470,0.152,0.040,0.019,0.070,0.389,0.496,0.059,0.293,0.129,0.341,0.158,0.046,0.070,0.002
Parigi Moutong,0.000,0.093,0.330,0.370,1.886,-,1.788,0.041,0.097,0.622,0.046,0.038,0.017,0.055,0.086,0.010,0.120,0.045,0.332,0.050,0.035,0.008,0.011,0.404,0.419,0.114,0.179,0.146,0.298,0.573,0.049,0.194,0.001
Tojo Una-Una,0.000,0.076,0.813,0.209,2.314,-,1.799,0.017,0.086,0.560,0.049,0.238,0.002,0.019,0.304,0.014,0.087,0.050,0.509,0.249,0.068,0.013,0.018,0.219,0.602,0.053,0.127,0.146,0.151,0.451,0.055,0.258,0.002
Sigi,0.000,0.199,0.781,0.584,1.385,-,1.691,0.070,0.095,0.806,0.081,0.190,0.013,0.016,0.220,0.022,0.133,0.133,0.692,0.214,0.120,0.208,0.015,0.213,0.282,0.107,0.094,0.182,0.264,0.517,0.031,0.198,0.051
Banggai Laut,0.000,0.077,1.549,0.056,2.100,-,0.880,0.011,0.049,0.545,0.043,0.103,0.000,0.008,0.185,0.008,0.093,0.040,0.301,0.227,0.039,0.002,0.010,0.051,0.456,0.021,0.095,0.008,0.026,0.105,0.024,0.180,0.001
Morowali Utara,0.000,0.087,1.008,0.409,1.296,-,1.089,0.013,0.131,0.745,0.045,0.338,0.000,0.031,0.143,0.024,0.202,0.079,0.424,0.163,0.063,0.027,0.007,0.165,0.365,0.067,0.342,0.113,0.193,0.825,0.045,0.101,0.016
Kota Palu,0.000,0.583,0.712,0.600,2.364,-,2.830,0.080,0.102,1.846,0.235,0.240,0.010,0.055,0.471,0.067,0.257,0.088,0.802,0.380,0.268,0.429,0.058,0.755,0.306,0.549,0.597,0.219,0.248,0.329,0.168,0.168,0.002
Kepulauan Selayar,0.000,0.092,1.516,0.604,4.695,-,1.817,0.020,0.063,0.143,0.197,0.397,0.003,0.012,0.246,0.033,0.397,0.100,0.710,0.287,0.131,0.138,0.006,0.018,0.371,0.212,0.328,0.171,0.153,0.957,0.037,0.202,0.001
Bulukumba,0.000,0.487,0.956,0.383,2.171,-,2.643,0.023,0.094,0.281,0.091,0.123,0.010,0.041,0.100,0.017,0.470,0.116,0.919,0.087,0.107,0.237,0.010,0.051,0.231,0.245,0.222,0.220,0.208,0.340,0.084,0.117,0.000
Bantaeng,0.000,0.221,1.680,1.261,2.745,-,3.127,0.014,0.097,0.695,0.116,0.048,0.004,0.014,0.138,0.014,0.599,0.048,1.078,0.121,0.071,0.038,0.026,0.207,0.484,0.256,0.042,0.629,0.234,0.442,0.102,0.069,0.003
Jeneponto,0.000,0.267,1.398,1.017,1.838,-,2.195,0.016,0.136,0.193,0.097,0.061,0.003,0.040,0.065,0.008,0.667,0.102,0.963,0.068,0.032,0.083,0.005,0.137,0.139,0.158,0.177,0.309,0.225,0.900,0.104,0.063,0.003
Takalar,0.000,0.205,1.085,0.509,1.993,-,2.314,0.023,0.052,0.357,0.078,0.291,0.020,0.087,0.188,0.015,0.912,0.102,0.836,0.324,0.063,0.053,0.005,0.134,0.319,0.243,0.130,0.368,0.171,0.453,0.100,0.160,0.046
Gowa,0.000,0.296,1.178,0.571,2.050,-,2.202,0.081,0.103,0.429,0.155,0.221,0.027,0.090,0.137,0.027,0.881,0.110,0.512,0.144,0.150,0.319,0.030,0.256,0.135,0.639,0.239,0.399,0.110,0.747,0.215,0.097,0.005
Sinjai,0.000,0.286,1.036,0.892,2.175,-,3.130,0.011,0.083,0.224,0.188,0.336,0.007,0.052,0.090,0.010,0.320,0.111,0.758,0.253,0.207,0.113,0.016,0.081,0.414,0.293,0.056,0.282,0.163,0.804,0.044,0.108,0.000
Maros,0.000,0.291,1.044,0.487,1.904,-,1.858,0.031,0.092,0.629,0.079,0.131,0.004,0.056,0.124,0.040,0.663,0.089,0.682,0.140,0.097,0.367,0.008,0.206,0.041,0.343,0.289,0.616,0.324,0.254,0.101,0.071,0.006
Pangkajene dan Kepulauan,0.000,0.527,0.295,0.901,2.234,-,2.658,0.062,0.087,0.412,0.183,0.062,0.004,0.039,0.036,0.017,0.639,0.189,1.143,0.027,0.060,0.250,0.016,0.206,0.158,0.370,0.281,0.290,0.144,0.655,0.077,0.280,0.001
Barru,0.000,0.201,1.050,0.457,2.119,-,2.658,0.011,0.065,0.448,0.044,0.067,0.004,0.033,0.054,0.018,0.353,0.039,0.814,0.015,0.057,0.091,0.007,0.164,0.193,0.136,0.171,0.320,0.067,0.367,0.047,0.188,0.000
Bone,0.000,0.136,0.977,0.955,1.228,-,2.360,0.009,0.055,0.369,0.091,0.056,0.001,0.013,0.029,0.008,0.366,0.061,0.791,0.044,0.037,0.224,0.010,0.119,0.123,0.143,0.116,0.271,0.054,0.294,0.072,0.045,0.002
Soppeng,0.000,0.265,0.736,0.605,1.060,-,1.493,0.026,0.066,0.772,0.076,0.070,0.012,0.041,0.104,0.016,0.310,0.110,0.470,0.062,0.046,0.143,0.018,0.067,0.174,0.257,0.085,0.128,0.147,0.612,0.064,0.089,0.005
Wajo,0.000,0.217,1.018,0.601,1.812,-,2.279,0.034,0.101,1.053,0.107,0.020,0.003,0.017,0.064,0.021,0.441,0.081,0.703,0.058,0.041,0.250,0.008,0.262,0.198,0.299,0.169,0.454,0.179,0.919,0.103,0.103,0.000
Sidenreng Rappang,0.000,0.301,1.342,0.757,1.674,-,2.406,0.056,0.080,0.699,0.155,0.252,0.005,0.041,0.197,0.023,0.448,0.116,0.701,0.173,0.151,0.194,0.039,0.625,0.289,0.257,0.202,0.311,0.165,0.984,0.095,0.147,0.000
Pinrang,0.000,0.137,1.532,0.554,2.161,-,2.757,0.046,0.094,0.924,0.094,0.078,0.002,0.030,0.127,0.017,0.356,0.097,0.464,0.088,0.137,0.359,0.009,0.232,0.060,0.229,0.201,0.381,0.113,0.584,0.122,0.207,0.001
Enrekang,0.000,0.124,1.039,0.250,1.549,-,2.410,0.023,0.026,0.710,0.067,0.101,0.004,0.022,0.113,0.027,0.253,0.125,0.174,0.059,0.050,0.045,0.015,0.163,0.042,0.149,0.064,0.193,0.111,0.384,0.092,0.086,0.000
Luwu,0.000,0.206,1.144,0.377,0.664,-,1.765,0.025,0.095,0.489,0.040,0.052,0.003,0.021,0.075,0.019,0.382,0.106,0.527,0.052,0.039,0.068,0.005,0.448,0.220,0.128,0.138,0.406,0.076,0.528,0.112,0.140,0.037
Tana Toraja,0.000,0.040,0.526,0.358,0.923,-,1.031,0.017,0.019,0.546,0.013,0.057,0.001,0.001,0.019,0.003,0.164,0.063,0.172,0.018,0.045,0.017,0.005,0.002,0.017,0.074,0.029,0.053,0.064,0.527,0.015,0.024,0.193
Luwu Utara,0.000,0.146,0.776,0.516,1.092,-,1.117,0.022,0.123,0.416,0.114,0.424,0.025,0.092,0.276,0.013,0.280,0.049,0.757,0.179,0.183,0.121,0.003,0.428,0.134,0.104,0.043,0.268,0.138,0.368,0.089,0.220,0.047
Luwu Timur,0.000,0.408,0.717,0.485,1.140,-,1.299,0.032,0.116,0.375,0.093,0.082,0.019,0.035,0.169,0.012,0.325,0.107,0.672,0.125,0.098,0.179,0.018,0.237,0.122,0.116,0.204,0.135,0.085,0.372,0.167,0.169,0.017
Toraja Utara,0.000,0.109,0.403,0.382,1.526,-,1.324,0.013,0.012,0.469,0.021,0.115,0.000,0.003,0.105,0.007,0.147,0.038,0.396,0.073,0.043,0.053,0.000,0.053,0.024,0.089,0.032,0.238,0.062,0.778,0.061,0.014,0.114
Kota Makasar,0.000,0.594,1.076,0.713,2.966,-,2.853,0.085,0.104,0.641,0.288,0.190,0.019,0.123,0.244,0.096,0.839,0.103,0.557,0.226,0.246,0.491,0.077,0.226,0.245,0.507,0.363,0.383,0.351,0.433,0.227,0.165,0.001
Kota Parepare,0.000,0.326,1.126,0.366,3.300,-,2.492,0.080,0.114,1.197,0.281,0.260,0.002,0.057,0.305,0.060,0.684,0.256,0.524,0.259,0.215,0.292,0.057,0.250,0.315,0.703,0.386,0.678,0.111,0.614,0.159,0.353,0.006
Kota Palopo,0.000,0.304,1.171,0.274,1.831,-,1.970,0.046,0.092,0.702,0.088,0.498,0.003,0.081,0.411,0.041,0.518,0.041,0.310,0.379,0.306,0.159,0.047,0.472,0.350,0.444,0.167,0.552,0.121,0.447,0.185,0.337,0.002
Buton,0.000,0.139,3.197,0.339,1.957,-,2.464,0.118,0.056,0.192,0.050,0.120,0.010,0.014,0.179,0.009,0.126,0.078,0.478,0.124,0.084,0.137,0.027,0.056,0.459,0.331,0.045,0.412,0.113,0.287,0.105,0.167,0.001
Muna,0.000,0.027,3.100,0.452,1.328,-,1.491,0.019,0.031,0.669,0.067,0.039,0.001,0.008,0.053,0.001,0.091,0.028,0.516,0.031,0.023,0.015,0.002,0.116,0.358,0.308,0.112,0.212,0.170,0.150,0.038,0.205,0.049
Konawe,0.000,0.111,0.781,0.450,2.571,-,2.847,0.041,0.153,0.378,0.076,0.124,0.019,0.015,0.082,0.006,0.189,0.068,0.290,0.062,0.091,0.112,0.017,0.146,0.310,0.446,0.172,0.373,0.111,0.358,0.055,0.187,0.012
Kolaka,0.000,0.109,0.942,1.105,2.614,-,2.761,0.063,0.162,0.330,0.114,0.195,0.005,0.038,0.203,0.010,0.428,0.088,1.401,0.180,0.088,0.112,0.014,0.185,0.238,0.329,0.250,0.571,0.285,0.697,0.096,0.145,0.005
Konawe Selatan,0.000,0.117,0.774,0.405,2.094,-,3.168,0.025,0.149,0.502,0.010,0.132,0.011,0.022,0.061,0.004,0.212,0.066,0.470,0.082,0.029,0.050,0.003,0.168,0.230,0.242,0.191,0.425,0.182,0.350,0.047,0.058,0.009
Bombana,0.000,0.221,2.349,0.722,1.129,-,1.417,0.018,0.162,0.759,0.058,0.432,0.049,0.016,0.338,0.022,0.192,0.103,0.733,0.364,0.104,0.129,0.015,0.283,0.094,0.164,0.230,0.782,0.242,0.290,0.121,0.128,0.002
Wakatobi,0.000,0.228,3.600,0.856,1.781,-,1.810,0.049,0.020,0.211,0.042,0.088,0.003,0.004,0.195,0.002,0.131,0.079,0.428,0.123,0.021,0.000,0.003,0.025,0.601,0.139,0.149,0.041,0.111,0.124,0.016,0.910,0.003
Kolaka Utara,0.000,0.149,1.764,0.642,2.375,-,2.535,0.019,0.153,0.272,0.107,0.148,0.003,0.056,0.109,0.010,0.466,0.100,0.999,0.094,0.089,0.106,0.006,0.176,0.123,0.144,0.164,0.662,0.285,0.383,0.079,0.138,0.002
Buton Utara,0.000,0.058,1.566,0.473,2.745,-,2.126,0.064,0.025,0.415,0.028,0.071,0.002,0.007,0.130,0.009,0.051,0.224,0.597,0.089,0.013,0.063,0.003,0.057,0.370,0.159,0.150,0.276,0.156,0.163,0.034,0.382,0.009
Konawe Utara,0.000,0.055,0.644,0.259,2.173,-,2.003,0.037,0.047,0.811,0.032,0.209,0.005,0.016,0.184,0.001,0.290,0.056,0.430,0.172,0.063,0.064,0.001,0.192,0.117,0.257,0.225,0.403,0.235,0.457,0.076,0.118,0.018
Kolaka Timur,0.000,0.041,0.399,0.470,1.877,-,2.650,0.024,0.064,0.466,0.054,0.239,0.005,0.020,0.153,0.003,0.342,0.097,0.594,0.183,0.092,0.075,0.024,0.131,0.276,0.346,0.137,0.184,0.113,0.443,0.023,0.101,0.004
Konawe Kepulauan,0.000,0.088,0.765,0.381,2.403,-,1.733,0.014,0.021,0.305,0.026,0.045,0.002,0.001,0.076,0.001,0.075,0.103,0.249,0.067,0.020,0.023,0.005,0.163,0.034,0.172,0.047,0.126,0.076,0.283,0.057,0.172,0.001
Muna Barat,0.000,0.058,2.020,0.646,1.180,-,1.605,0.025,0.042,0.456,0.016,0.025,0.010,0.004,0.008,0.002,0.077,0.037,0.431,0.013,0.006,0.000,0.000,0.056,0.123,0.125,0.034,0.310,0.055,0.088,0.020,0.268,0.066
Buton Tengah,0.000,0.074,3.322,0.341,2.451,-,2.674,0.150,0.023,0.054,0.085,0.687,0.010,0.000,0.300,0.003,0.162,0.066,0.546,0.393,0.009,0.003,0.000,0.064,0.357,0.152,0.105,0.187,0.124,0.519,0.146,0.379,0.002
Buton Selatan,0.000,0.217,3.467,0.673,1.606,-,2.829,0.090,0.019,0.295,0.027,0.220,0.008,0.003,0.285,0.011,0.143,0.088,0.654,0.211,0.043,0.008,0.001,0.062,0.348,0.198,0.038,0.526,0.236,0.252,0.085,0.476,0.013
Kota Kendari,0.000,0.337,1.203,0.641,2.507,-,2.711,0.108,0.088,0.851,0.157,0.533,0.002,0.045,0.581,0.017,0.273,0.136,0.362,0.495,0.250,0.285,0.032,0.157,0.609,0.596,0.406,0.536,0.226,0.315,0.124,0.189,0.006
Kota Baubau,0.000,0.314,2.893,0.230,0.888,-,1.699,0.037,0.037,0.575,0.062,0.147,0.004,0.016,0.184,0.008,0.158,0.074,0.356,0.150,0.075,0.046,0.007,0.049,0.326,0.358,0.290,0.224,0.140,0.157,0.082,0.230,0.002
Boalemo,0.000,0.103,0.602,0.400,2.060,-,2.266,0.108,0.051,0.880,0.100,0.167,0.001,0.032,0.110,0.014,0.139,0.035,0.557,0.143,0.081,0.005,0.020,0.195,0.010,0.106,0.184,0.056,0.635,0.148,0.077,0.224,0.082
Gorontalo,0.000,0.173,0.873,0.491,2.448,-,2.450,0.124,0.053,1.061,0.119,0.264,0.018,0.025,0.143,0.024,0.168,0.038,0.773,0.223,0.149,0.016,0.031,0.085,0.155,0.230,0.190,0.092,0.480,0.245,0.068,0.342,0.019
Pohuwato,0.000,0.049,0.504,0.252,1.506,-,1.480,0.022,0.075,1.371,0.048,0.229,0.001,0.022,0.144,0.014,0.097,0.008,0.545,0.269,0.093,0.021,0.032,0.135,0.066,0.070,0.380,0.188,0.638,0.300,0.067,0.167,0.038
Bone Bolango,0.000,0.096,1.144,0.347,2.886,-,2.554,0.180,0.077,0.513,0.263,0.905,0.003,0.054,0.220,0.025,0.192,0.128,0.444,0.311,0.160,0.080,0.101,0.230,0.141,0.369,0.260,0.124,0.560,0.607,0.152,0.341,0.040
Gorontalo Utara,0.000,0.044,0.364,0.314,2.315,-,2.017,0.030,0.036,1.058,0.174,0.106,0.003,0.024,0.057,0.001,0.110,0.037,0.471,0.152,0.027,0.027,0.015,0.068,0.075,0.150,0.234,0.130,0.583,0.277,0.095,0.125,0.039
Kota Gorontalo,0.000,0.257,0.844,0.316,2.447,-,2.258,0.095,0.076,1.342,0.215,0.437,0.005,0.052,0.457,0.038,0.178,0.018,0.532,0.668,0.307,0.122,0.079,0.136,0.210,0.639,0.434,0.110,0.253,0.284,0.167,0.206,0.011
Majene,0.000,0.164,1.175,0.849,2.823,-,1.600,0.002,0.094,0.870,0.113,0.168,0.053,0.009,0.212,0.013,0.201,0.105,1.764,0.119,0.056,0.055,0.004,0.230,0.710,0.200,0.209,0.322,0.056,0.499,0.091,0.073,0.001
Polewali Mandar,0.000,0.238,1.177,0.570,2.004,-,2.615,0.005,0.067,0.978,0.118,0.223,0.038,0.014,0.167,0.009,0.348,0.074,0.998,0.199,0.083,0.176,0.003,0.191,0.208,0.096,0.094,0.262,0.072,0.588,0.060,0.147,0.004
Mamasa,0.000,0.116,0.807,0.413,0.932,-,0.882,0.004,0.010,0.364,0.035,0.457,0.004,0.005,0.173,0.000,0.135,0.148,0.442,0.229,0.118,0.017,0.007,0.030,0.040,0.038,0.006,0.039,0.025,1.202,0.014,0.010,0.029
Mamuju,0.000,0.160,1.052,0.160,1.553,-,1.577,0.007,0.075,0.345,0.099,0.104,0.006,0.007,0.062,0.009,0.192,0.112,0.678,0.089,0.064,0.132,0.024,0.202,0.085,0.172,0.140,0.286,0.092,0.691,0.105,0.043,0.010
Mamuju Utara,0.000,0.133,0.681,0.438,1.602,-,1.515,0.012,0.119,0.567,0.051,0.122,0.006,0.030,0.058,0.043,0.324,0.070,1.177,0.044,0.060,0.200,0.003,0.237,0.221,0.101,0.260,0.256,0.146,0.319,0.117,0.104,0.007
Mamuju Tengah,0.000,0.052,0.644,0.347,1.055,-,1.024,0.011,0.094,0.327,0.065,0.042,0.006,0.015,0.046,0.008,0.224,0.117,0.468,0.017,0.033,0.017,0.000,0.089,0.096,0.153,0.170,0.211,0.052,0.440,0.039,0.077,0.009
Maluku Tenggara Barat,0.000,0.283,5.902,0.132,0.128,-,1.504,0.010,0.008,0.109,0.050,0.073,0.003,0.011,0.045,0.008,0.041,0.008,0.273,0.076,0.008,0.000,0.000,0.003,0.038,0.130,0.072,0.013,0.162,0.074,0.020,0.120,0.011
Maluku Tenggara,0.000,0.092,5.131,0.268,0.354,-,1.324,0.036,0.012,0.090,0.055,0.111,0.001,0.025,0.107,0.007,0.046,0.017,0.069,0.098,0.028,0.001,0.020,0.008,0.108,0.087,0.091,0.092,0.095,0.220,0.035,0.165,0.001
Maluku Tengah,0.000,0.196,4.715,0.165,0.293,-,1.662,0.015,0.022,0.099,0.209,0.181,0.007,0.028,0.130,0.010,0.116,0.025,0.145,0.180,0.015,0.012,0.020,0.007,0.708,0.108,0.111,0.030,0.023,0.172,0.025,0.172,0.004
Buru,0.000,0.139,2.590,0.068,0.304,-,1.533,0.015,0.058,0.397,0.043,0.038,0.005,0.036,0.088,0.009,0.131,0.017,0.188,0.050,0.016,0.006,0.008,0.011,0.140,0.058,0.121,0.054,0.144,0.138,0.019,0.183,0.000
Kepulauan Aru,0.000,0.174,2.017,0.049,0.402,-,1.307,0.005,0.006,0.283,0.057,0.058,0.003,0.010,0.034,0.011,0.037,0.004,0.196,0.044,0.016,0.000,0.004,0.000,0.097,0.161,0.068,0.119,0.108,0.090,0.000,0.056,0.009
Seram Bagian Barat,0.000,0.168,3.856,0.142,0.186,-,1.664,0.024,0.013,0.221,0.077,0.095,0.002,0.027,0.106,0.002,0.051,0.006,0.166,0.045,0.006,0.005,0.006,0.005,0.321,0.061,0.048,0.038,0.081,0.137,0.002,0.126,0.021
Seram Bagian Timur,0.000,0.106,3.175,0.226,0.887,-,2.393,0.035,0.020,0.508,0.045,0.020,0.001,0.013,0.068,0.018,0.049,0.008,0.221,0.040,0.023,0.026,0.002,0.002,1.785,0.116,0.090,0.035,0.041,0.207,0.033,1.168,0.005
Maluku Barat Daya,0.000,0.091,4.180,0.089,0.305,-,0.811,0.016,0.005,0.190,0.044,0.007,0.000,0.004,0.010,0.002,0.031,0.001,0.083,0.030,0.007,0.006,0.002,0.000,0.049,0.074,0.017,0.024,0.030,0.142,0.008,0.165,0.050
Buru Selatan,0.000,0.168,4.266,0.108,0.101,-,1.077,0.015,0.006,0.064,0.016,0.034,0.009,0.007,0.066,0.006,0.030,0.004,0.105,0.027,0.008,0.002,0.011,0.003,0.391,0.014,0.043,0.031,0.038,0.084,0.002,0.362,0.010
Kota Ambon,0.000,1.011,3.391,0.410,0.848,-,2.809,0.065,0.067,0.830,0.190,0.081,0.043,0.097,0.288,0.055,0.315,0.029,0.246,0.283,0.143,0.095,0.070,0.033,0.421,0.527,0.251,0.210,0.132,0.461,0.180,0.425,0.013
Kota Tual,0.000,0.291,3.884,0.245,0.913,-,1.044,0.052,0.050,0.181,0.099,0.077,0.001,0.038,0.098,0.044,0.080,0.009,0.133,0.108,0.043,0.003,0.036,0.000,0.031,0.155,0.166,0.210,0.214,0.209,0.032,0.166,0.002
Halmahera Barat,0.000,0.142,1.579,0.114,0.713,-,1.423,0.009,0.006,0.363,0.072,0.053,0.000,0.004,0.070,0.003,0.061,0.011,0.195,0.030,0.029,0.169,0.002,0.030,0.048,0.067,0.043,0.029,0.045,0.195,0.021,0.207,0.010
Halmahera Tengah,0.000,0.206,2.071,0.208,0.567,-,1.660,0.011,0.035,0.416,0.034,0.286,0.006,0.011,0.235,0.008,0.040,0.022,0.390,0.172,0.216,0.007,0.008,0.038,0.012,0.181,0.185,0.056,0.085,0.162,0.021,0.498,0.005
Kepulauan Sula,0.000,0.138,3.019,0.140,0.207,-,1.095,0.017,0.013,0.239,0.051,0.173,0.002,0.013,0.068,0.010,0.058,0.004,0.207,0.022,0.030,0.000,0.011,0.055,0.036,0.080,0.123,0.013,0.009,0.043,0.051,0.660,0.002
Halmahera Selatan,0.000,0.140,2.050,0.107,0.394,-,0.843,0.019,0.019,0.547,0.039,0.105,0.000,0.007,0.110,0.003,0.081,0.012,0.203,0.158,0.018,0.002,0.003,0.005,0.565,0.045,0.050,0.019,0.005,0.232,0.003,0.538,0.005
Halmahera Utara,0.000,0.284,2.363,0.492,1.149,-,1.780,0.018,0.023,0.309,0.099,0.038,0.002,0.016,0.090,0.011,0.102,0.017,0.074,0.058,0.011,0.013,0.006,0.004,0.222,0.064,0.080,0.027,0.015,0.151,0.016,0.296,0.017
Halmahera Timur,0.000,0.088,1.509,0.198,0.751,-,1.455,0.033,0.058,0.297,0.056,0.057,0.007,0.019,0.048,0.007,0.069,0.027,0.359,0.038,0.021,0.380,0.002,0.007,0.029,0.091,0.119,0.048,0.027,0.102,0.021,0.455,0.005
Pulau Morotai,0.000,0.074,2.398,0.301,0.245,-,1.744,0.017,0.007,0.091,0.031,0.083,0.005,0.006,0.095,0.005,0.025,0.005,0.190,0.083,0.008,0.099,0.002,0.000,0.069,0.054,0.121,0.076,0.047,0.270,0.010,0.494,0.024
Pulau Taliabu,0.000,0.055,2.535,0.108,0.573,-,1.275,0.022,0.008,0.139,0.012,0.046,0.002,0.004,0.027,0.001,0.051,0.005,0.168,0.020,0.001,0.001,0.002,0.021,0.185,0.015,0.038,0.011,0.013,0.044,0.006,0.608,0.007
Kota Ternate,0.000,0.275,2.796,0.373,3.862,-,3.697,0.051,0.061,0.757,0.168,0.111,0.023,0.040,0.264,0.037,0.135,0.012,0.300,0.368,0.150,0.158,0.037,0.006,0.837,0.237,0.256,0.101,0.141,0.375,0.044,0.454,0.000
Kota Tidore Kepulauan,0.000,0.220,2.770,0.269,0.809,-,2.321,0.029,0.040,0.350,0.163,0.171,0.001,0.019,0.075,0.013,0.122,0.011,0.244,0.110,0.127,0.303,0.008,0.007,0.471,0.165,0.112,0.063,0.110,0.194,0.023,0.664,0.003
Fakfak,0.000,0.772,1.229,0.550,0.762,-,2.006,0.066,0.038,0.668,0.086,0.050,0.004,0.031,0.037,0.046,0.201,0.032,0.354,0.057,0.049,0.094,0.019,0.037,0.051,0.498,0.102,0.161,0.075,0.204,0.142,0.279,0.003
Kaimana,0.000,0.167,0.754,0.175,0.720,-,0.875,0.019,0.020,0.738,0.047,0.024,0.007,0.027,0.028,0.014,0.148,0.005,0.081,0.023,0.033,0.016,0.011,0.010,0.253,0.444,0.154,0.155,0.149,0.112,0.084,0.122,0.003
Teluk Wondama,0.000,0.232,0.408,0.441,0.998,-,2.646,0.012,0.033,1.069,0.107,0.038,0.000,0.004,0.002,0.018,0.224,0.066,0.400,0.006,0.039,0.035,0.028,0.028,0.119,0.482,0.085,0.443,0.272,0.527,0.032,0.264,0.023
Teluk Bintuni,0.000,0.170,0.319,0.313,0.470,-,1.049,0.011,0.053,0.511,0.131,0.318,0.002,0.059,0.116,0.019,0.270,0.017,0.218,0.132,0.172,0.127,0.004,0.098,0.291,0.683,0.201,0.275,0.102,0.273,0.087,0.272,0.010
Manokwari,0.000,0.415,0.574,0.298,1.364,-,3.092,0.092,0.110,0.449,0.069,0.117,0.010,0.038,0.089,0.046,0.363,0.026,0.300,0.087,0.081,0.166,0.041,0.176,0.312,0.367,0.364,0.258,0.246,0.291,0.153,0.323,0.000
Sorong Selatan,0.000,0.139,0.391,0.182,0.722,-,1.484,0.034,0.041,0.296,0.026,0.054,0.001,0.010,0.034,0.004,0.161,0.026,0.448,0.059,0.041,0.051,0.003,0.059,0.049,0.159,0.124,0.115,0.039,0.259,0.082,0.113,0.016
Sorong,0.000,0.187,0.551,0.246,0.943,-,1.429,0.052,0.090,0.863,0.031,0.019,0.017,0.026,0.048,0.030,0.146,0.006,0.102,0.043,0.016,0.068,0.056,0.507,0.029,0.221,0.318,0.198,0.102,0.388,0.042,0.057,0.001
