Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
Minahasa Tenggara,0.000,0.090,1.033,0.633,2.307,1.984,0.105,0.077,0.074,0.249,0.103,0.112,0.015,0.069,0.240,0.098,0.360,0.076,0.264,0.525,0.085,0.089,0.021,0.034,0.411,0.093,0.265,0.065,0.091,0.446,0.138,0.099,0.030
Bolaang Mongondow Selatan,0.000,0.047,0.797,0.275,2.052,1.943,0.084,0.054,0.041,0.321,0.185,0.308,0.022,0.020,0.175,0.019,0.286,0.104,0.292,0.329,0.226,0.144,0.024,0.042,0.511,0.001,0.313,0.041,0.319,0.207,0.114,0.073,0.007
Bolaang Mongondow Timur,0.000,0.347,1.228,0.393,1.828,1.950,0.059,0.080,0.074,0.356,0.142,0.186,0.005,0.037,0.256,0.028,0.366,0.113,0.406,0.363,0.073,0.453,0.162,0.026,0.059,0.145,0.237,0.081,0.058,0.183,0.167,0.058,0.006
Kota Manado,0.000,0.514,1.217,0.349,2.514,1.775,0.142,0.097,0.139,0.865,0.310,0.066,0.001,0.035,0.379,0.028,0.313,0.081,0.259,0.837,0.118,0.191,0.124,0.031,0.308,0.295,0.616,0.082,0.076,0.403,0.126,0.031,0.005
Kota Bitung,0.000,0.482,1.245,0.676,2.269,1.780,0.097,0.056,0.070,0.516,0.136,0.128,0.009,0.056,0.195,0.062,0.290,0.033,0.208,0.281,0.098,0.332,0.027,0.023,0.543,0.346,0.430,0.348,0.130,0.365,0.119,0.116,0.010
Kota Tomohon,0.000,0.448,1.010,0.831,2.209,1.649,0.082,0.007,0.058,0.560,0.086,0.131,0.004,0.048,0.251,0.055,0.475,0.032,0.392,0.653,0.156,0.167,0.191,0.031,0.220,0.193,0.167,0.092,0.118,0.564,0.120,0.058,0.031
Kota Kotamobagu,0.000,0.290,1.220,0.471,2.402,2.151,0.095,0.081,0.094,0.584,0.189,0.024,0.003,0.032,0.344,0.016,0.341,0.048,0.266,0.618,0.114,0.744,0.254,0.020,0.058,0.188,0.247,0.083,0.071,0.193,0.127,0.075,0.001
Banggai Kepulauan,0.000,0.042,0.265,0.167,3.317,0.607,0.062,0.008,0.025,0.588,0.025,0.022,0.001,0.001,0.120,0.007,0.091,0.019,0.274,0.022,0.015,0.007,0.016,0.016,0.058,0.026,0.139,0.011,0.023,0.119,0.014,0.094,0.012
Banggai,0.000,0.195,0.717,0.372,1.833,1.258,0.064,0.040,0.132,0.355,0.099,0.045,0.013,0.046,0.149,0.025,0.235,0.138,0.378,0.117,0.057,0.049,0.022,0.198,0.081,0.047,0.350,0.109,0.151,0.343,0.143,0.110,0.002
Morowali,0.000,0.098,0.483,0.331,1.336,1.240,0.089,0.011,0.082,0.908,0.048,0.152,0.002,0.009,0.100,0.008,0.183,0.083,0.377,0.038,0.036,0.021,0.006,0.133,0.354,0.089,0.389,0.176,0.104,0.356,0.087,0.052,0.001
Poso,0.000,0.089,0.741,0.204,2.822,1.393,0.061,0.028,0.065,0.964,0.048,0.156,0.004,0.009,0.296,0.012,0.157,0.032,0.339,0.152,0.054,0.032,0.014,0.186,0.189,0.147,0.259,0.098,0.120,0.755,0.052,0.051,0.070
Donggala,0.000,0.057,0.998,0.351,1.863,1.746,0.130,0.029,0.073,0.591,0.056,0.148,0.001,0.020,0.142,0.013,0.097,0.092,0.330,0.098,0.107,0.114,0.017,0.547,0.478,0.132,0.099,0.188,0.280,0.351,0.044,0.069,0.001
Toli-Toli,0.000,0.250,0.545,0.595,2.233,1.449,0.068,0.034,0.116,0.224,0.084,0.135,0.003,0.017,0.088,0.011,0.153,0.125,0.629,0.131,0.032,0.190,0.036,0.172,0.140,0.029,0.212,0.075,0.048,0.185,0.062,0.152,0.001
Buol,0.000,0.051,0.357,0.247,2.104,1.444,0.024,0.013,0.046,0.312,0.049,0.063,0.002,0.006,0.102,0.001,0.057,0.046,0.455,0.088,0.060,0.557,0.012,0.026,0.371,0.047,0.380,0.055,0.296,0.324,0.038,0.025,0.004
Parigi Moutong,0.000,0.221,0.641,0.320,1.820,2.269,0.049,0.048,0.152,0.549,0.056,0.103,0.012,0.065,0.205,0.055,0.138,0.055,0.348,0.096,0.085,0.181,0.021,0.585,0.228,0.068,0.230,0.173,0.495,0.509,0.100,0.252,0.004
Tojo Una-Una,0.000,0.068,0.846,0.259,2.163,1.451,0.048,0.043,0.083,0.439,0.072,0.126,0.006,0.012,0.257,0.030,0.125,0.056,0.404,0.241,0.183,0.061,0.046,0.186,0.278,0.034,0.138,0.058,0.184,0.358,0.036,0.156,0.003
Sigi,0.000,0.177,0.937,0.590,1.410,1.177,0.032,0.057,0.110,0.943,0.062,0.087,0.011,0.018,0.157,0.022,0.130,0.099,0.674,0.170,0.067,0.259,0.017,0.247,0.253,0.085,0.060,0.128,0.124,0.422,0.076,0.181,0.026
Banggai Laut,0.000,0.066,1.453,0.169,2.726,1.762,0.093,0.026,0.055,0.290,0.054,0.323,0.002,0.021,0.176,0.004,0.093,0.081,0.582,0.126,0.041,0.038,0.045,0.109,0.099,0.027,0.150,0.043,0.029,0.381,0.046,0.217,0.002
Morowali Utara,0.000,0.073,0.415,0.196,1.396,1.119,0.059,0.011,0.105,0.330,0.102,0.320,0.002,0.028,0.343,0.003,0.177,0.090,0.404,0.191,0.032,0.019,0.021,0.123,0.313,0.041,0.356,0.034,0.153,0.429,0.056,0.029,0.009
Kota Palu,0.000,0.561,0.405,0.449,1.541,1.523,0.109,0.127,0.117,0.542,0.141,0.049,0.009,0.067,0.235,0.065,0.177,0.147,0.599,0.157,0.126,0.208,0.096,0.465,0.113,0.217,0.543,0.146,0.147,0.261,0.140,0.067,0.001
Kepulauan Selayar,0.000,0.090,0.656,0.387,4.648,1.369,0.089,0.005,0.041,0.162,0.158,0.417,0.003,0.011,0.188,0.019,0.369,0.028,0.387,0.149,0.222,0.127,0.004,0.027,0.269,0.125,0.339,0.298,0.083,0.736,0.048,0.108,0.005
Bulukumba,0.000,0.354,1.079,0.494,2.148,2.342,0.081,0.035,0.111,0.254,0.076,0.154,0.003,0.032,0.090,0.019,0.422,0.085,0.927,0.087,0.102,0.278,0.014,0.062,0.137,0.301,0.240,0.189,0.306,0.419,0.137,0.064,0.000
Bantaeng,0.000,0.185,1.249,1.312,2.386,2.375,0.245,0.051,0.082,0.529,0.161,0.122,0.021,0.034,0.132,0.024,0.631,0.118,1.067,0.154,0.049,0.041,0.012,0.316,0.140,0.323,0.050,0.189,0.267,0.603,0.114,0.041,-
Jeneponto,0.000,0.320,1.405,0.932,2.092,2.011,0.160,0.094,0.220,0.256,0.140,0.121,0.009,0.032,0.126,0.013,0.729,0.079,0.863,0.082,0.097,0.204,0.004,0.198,0.139,0.124,0.141,0.337,0.203,0.981,0.199,0.053,-
Takalar,0.000,0.226,0.881,0.435,1.949,1.483,0.224,0.018,0.082,0.356,0.076,0.127,0.009,0.120,0.049,0.019,0.803,0.036,0.680,0.116,0.105,0.143,0.018,0.115,0.131,0.197,0.158,0.278,0.174,0.247,0.199,0.061,0.037
Gowa,0.000,0.310,1.127,0.428,1.566,1.896,0.199,0.055,0.072,0.492,0.152,0.146,0.015,0.070,0.124,0.010,0.772,0.119,0.548,0.097,0.150,0.246,0.028,0.163,0.097,0.388,0.233,0.314,0.149,0.777,0.143,0.134,0.002
Sinjai,0.000,0.173,1.030,0.770,1.999,1.995,0.274,0.038,0.053,0.438,0.056,0.406,0.008,0.065,0.142,0.017,0.385,0.059,0.656,0.229,0.215,0.189,0.003,0.111,0.284,0.260,0.065,0.195,0.188,0.798,0.109,0.063,0.006
Maros,0.000,0.353,0.959,0.476,1.820,1.584,0.048,0.045,0.107,0.276,0.075,0.108,0.006,0.030,0.079,0.038,0.572,0.046,0.558,0.076,0.117,0.195,0.020,0.105,0.060,0.274,0.297,0.275,0.251,0.273,0.138,0.073,0.001
Pangkajene dan Kepulauan,0.000,0.367,1.435,0.778,2.181,2.891,0.364,0.066,0.216,0.529,0.265,0.230,0.011,0.037,0.102,0.020,0.717,0.154,1.461,0.134,0.153,0.364,0.036,0.288,0.246,0.272,0.361,0.231,0.204,0.873,0.175,0.429,0.003
Barru,0.000,0.161,0.754,0.518,1.585,1.917,0.100,0.015,0.064,0.333,0.038,0.024,0.001,0.010,0.031,0.007,0.420,0.030,0.679,0.031,0.030,0.092,0.011,0.101,0.118,0.108,0.237,0.140,0.082,0.358,0.047,0.115,0.001
Bone,0.000,0.176,1.081,0.686,1.340,1.238,0.194,0.024,0.073,0.362,0.097,0.191,0.002,0.014,0.040,0.005,0.379,0.058,0.771,0.060,0.044,0.124,0.017,0.107,0.059,0.112,0.151,0.259,0.063,0.377,0.080,0.043,-
Soppeng,0.000,0.183,1.049,0.528,1.826,1.678,0.073,0.016,0.057,0.868,0.132,0.061,0.015,0.039,0.085,0.027,0.371,0.151,0.567,0.112,0.064,0.259,0.013,0.138,1.092,0.343,0.090,0.205,0.142,0.844,0.046,0.177,0.001
Wajo,0.000,0.294,1.184,0.415,1.738,1.794,0.268,0.045,0.107,0.807,0.145,0.570,0.002,0.031,0.054,0.032,0.423,0.159,0.447,0.070,0.138,0.282,0.020,0.277,0.149,0.233,0.151,0.293,0.095,0.935,0.108,0.130,0.001
Sidenreng Rappang,0.000,0.390,0.949,0.720,1.877,2.322,0.297,0.049,0.096,0.661,0.167,0.106,0.018,0.028,0.164,0.021,0.458,0.078,0.896,0.044,0.127,0.209,0.039,0.390,0.158,0.184,0.299,0.346,0.147,0.809,0.113,0.256,0.002
Pinrang,0.000,0.159,1.796,0.629,2.096,2.861,0.399,0.068,0.108,0.854,0.109,0.038,0.003,0.038,0.115,0.019,0.412,0.040,0.359,0.112,0.043,0.143,0.022,0.189,0.012,0.133,0.222,0.296,0.098,0.473,0.115,0.236,0.000
Enrekang,0.000,0.282,1.008,0.339,1.289,2.518,0.390,0.026,0.055,0.595,0.063,0.252,0.013,0.040,0.108,0.015,0.331,0.054,0.617,0.063,0.086,0.247,0.009,0.227,0.082,0.148,0.059,0.320,0.097,0.558,0.126,0.142,0.003
Luwu,0.000,0.111,0.972,0.647,1.144,1.315,0.248,0.022,0.067,0.436,0.068,0.075,0.014,0.011,0.074,0.011,0.360,0.071,0.926,0.052,0.035,0.031,0.008,0.384,0.139,0.103,0.138,0.230,0.104,0.447,0.095,0.093,0.004
Tana Toraja,0.000,0.071,0.588,0.319,0.508,0.613,0.039,0.005,0.006,0.605,0.020,0.075,0.001,0.000,0.021,0.002,0.151,0.032,0.168,0.034,0.044,0.089,0.001,0.021,0.066,0.086,0.014,0.042,0.043,0.494,0.034,0.043,0.312
Luwu Utara,0.000,0.091,0.926,0.649,1.442,0.953,0.059,0.023,0.177,0.093,0.025,0.871,0.023,0.145,0.664,0.031,0.307,0.037,0.981,0.517,0.365,0.147,0.005,0.500,0.135,0.206,0.112,0.220,0.185,0.739,0.122,0.191,0.012
Luwu Timur,0.000,0.346,1.297,0.501,1.141,1.176,0.088,0.040,0.188,0.274,0.046,0.042,0.009,0.036,0.180,0.037,0.393,0.038,0.780,0.040,0.099,0.171,0.009,0.355,0.067,0.113,0.188,0.146,0.064,0.295,0.171,0.065,0.004
Toraja Utara,0.000,0.110,0.731,0.352,1.276,1.308,0.019,0.018,0.010,0.290,0.010,0.134,0.003,0.007,0.090,0.008,0.179,0.037,0.372,0.032,0.122,0.023,0.001,0.052,0.018,0.113,0.017,0.150,0.083,0.657,0.039,0.007,0.099
Kota Makasar,0.000,0.815,0.881,0.431,2.729,2.017,0.212,0.181,0.210,0.277,0.275,0.144,0.029,0.105,0.176,0.091,0.788,0.117,0.721,0.187,0.243,0.381,0.111,0.242,0.112,0.300,0.452,0.192,0.157,0.390,0.177,0.146,0.000
Kota Parepare,0.000,0.372,0.904,0.506,2.247,1.685,0.562,0.040,0.076,0.729,0.238,0.211,0.006,0.042,0.285,0.062,0.470,0.121,0.459,0.186,0.192,0.292,0.037,0.147,0.500,0.610,0.406,0.290,0.066,0.585,0.173,0.211,0.010
Kota Palopo,0.000,0.525,1.050,0.375,1.358,1.247,0.306,0.089,0.124,0.699,0.137,0.145,0.005,0.066,0.340,0.051,0.480,0.038,0.248,0.177,0.206,0.145,0.041,0.533,0.256,0.301,0.182,0.280,0.183,0.514,0.199,0.294,0.001
Buton,0.000,0.102,2.583,0.226,1.470,1.962,0.042,0.166,0.048,0.071,0.034,0.236,0.003,0.004,0.210,0.001,0.081,0.094,0.507,0.153,0.032,0.003,0.004,0.040,0.191,0.137,0.062,0.213,0.267,0.304,0.137,0.054,0.001
Muna,0.000,0.114,2.831,0.417,1.828,1.398,0.036,0.055,0.031,0.462,0.021,0.064,0.004,0.005,0.058,0.014,0.093,0.032,1.076,0.039,0.019,0.008,0.006,0.164,0.249,0.152,0.072,0.279,0.118,0.109,0.094,0.157,0.085
Konawe,0.000,0.118,0.792,0.637,2.248,1.913,0.071,0.029,0.208,0.330,0.075,0.067,0.008,0.013,0.076,0.006,0.183,0.076,0.655,0.047,0.034,0.190,0.008,0.205,0.074,0.139,0.209,0.306,0.268,0.336,0.114,0.045,0.001
Kolaka,0.000,0.068,0.980,0.703,2.163,1.618,0.093,0.054,0.134,0.402,0.080,0.088,0.002,0.025,0.093,0.012,0.347,0.109,1.034,0.081,0.055,0.235,0.004,0.184,0.194,0.221,0.249,0.485,0.396,0.596,0.127,0.123,0.003
Konawe Selatan,0.000,0.038,1.030,0.559,2.336,2.357,0.113,0.027,0.165,0.416,0.043,0.026,0.018,0.031,0.049,0.002,0.178,0.071,0.559,0.060,0.040,0.058,0.001,0.284,0.129,0.110,0.229,0.315,0.176,0.318,0.046,0.050,0.005
Bombana,0.000,0.068,2.901,0.572,1.177,0.998,0.198,0.011,0.132,0.340,0.043,0.229,0.010,0.028,0.178,0.018,0.207,0.080,0.964,0.153,0.077,0.144,0.001,0.192,0.070,0.098,0.282,0.329,0.161,0.441,0.051,0.094,0.015
Wakatobi,0.000,0.153,3.047,0.590,0.968,1.213,0.211,0.068,0.025,0.236,0.043,0.159,0.008,0.004,0.244,0.005,0.106,0.156,0.370,0.189,0.039,0.009,-,0.065,0.422,0.058,0.104,0.070,0.101,0.129,0.069,0.484,0.001
Kolaka Utara,0.000,0.146,1.694,0.476,2.718,1.795,0.189,0.114,0.246,0.729,0.120,0.065,0.001,0.078,0.063,0.044,0.398,0.141,0.603,0.073,0.078,0.250,0.033,0.228,0.122,0.121,0.220,0.468,0.140,0.491,0.106,0.308,0.003
Buton Utara,0.000,0.104,3.164,0.526,1.683,1.752,0.309,0.148,0.042,0.444,0.017,0.053,0.003,0.004,0.137,0.003,0.056,0.106,0.996,0.052,0.068,0.038,0.006,0.075,0.181,0.098,0.185,0.290,0.137,0.144,0.085,0.369,0.003
Konawe Utara,0.000,0.163,0.721,0.372,1.855,1.107,0.041,0.088,0.132,1.015,0.067,0.156,0.006,0.060,0.114,0.007,0.211,0.116,0.294,0.088,0.098,0.240,0.007,0.238,0.199,0.308,0.235,0.424,0.190,0.491,0.135,0.146,0.005
Kolaka Timur,0.000,0.087,0.685,0.685,1.932,0.975,0.065,0.014,0.109,0.243,0.047,0.326,0.015,0.053,0.167,0.006,0.118,0.026,0.900,0.192,0.135,0.068,0.001,0.106,0.394,0.107,0.104,0.235,0.155,0.284,0.074,0.021,0.008
Konawe Kepulauan,0.000,0.088,0.977,0.743,2.100,1.194,0.082,0.026,0.051,0.421,0.055,0.055,0.002,0.002,0.110,0.006,0.057,0.133,0.399,0.025,0.009,0.064,0.002,0.138,0.045,0.140,0.099,0.163,0.299,0.386,0.118,0.124,0.003
Muna Barat,0.000,0.119,2.164,0.641,1.828,1.434,0.039,0.023,0.099,0.172,0.018,0.032,0.003,0.002,0.027,0.000,0.041,0.031,0.767,0.013,0.011,0.017,0.003,0.094,0.132,0.058,0.034,0.214,0.101,0.090,0.030,0.287,0.017
Buton Tengah,0.000,0.175,2.917,0.569,1.858,2.243,0.132,0.111,0.011,0.244,0.038,0.109,0.005,0.011,0.220,0.004,0.142,0.081,0.643,0.140,0.048,0.071,0.006,0.083,0.376,0.129,0.107,0.238,0.113,0.354,0.209,0.739,0.006
Buton Selatan,0.000,0.194,3.226,0.429,1.887,2.142,0.274,0.207,0.011,0.261,0.064,0.312,0.003,0.005,0.243,0.003,0.107,0.145,0.513,0.244,0.061,0.013,0.001,0.032,0.285,0.172,0.057,0.151,0.103,0.335,0.081,0.329,0.028
Kota Kendari,0.000,0.323,0.611,0.705,1.943,1.532,0.200,0.096,0.095,0.267,0.153,0.351,0.009,0.031,0.241,0.034,0.281,0.030,0.554,0.186,0.309,0.320,0.031,0.262,0.423,0.531,0.475,0.265,0.142,0.296,0.199,0.070,0.001
Kota Baubau,0.000,0.388,3.050,0.286,1.077,1.319,0.306,0.034,0.033,0.339,0.076,0.159,0.009,0.026,0.136,0.013,0.125,0.159,0.387,0.104,0.097,0.116,0.013,0.061,0.279,0.239,0.252,0.158,0.124,0.175,0.111,0.213,0.001
Boalemo,0.000,0.168,0.411,0.289,2.008,1.850,0.019,0.053,0.054,0.906,0.119,0.178,0.010,0.022,0.105,0.009,0.175,0.018,0.649,0.220,0.096,0.028,0.033,0.180,0.066,0.082,0.337,0.166,0.379,0.227,0.176,0.142,0.031
Gorontalo,0.000,0.261,0.763,0.313,2.615,1.967,0.060,0.113,0.050,0.518,0.157,0.268,0.014,0.012,0.155,0.026,0.170,0.062,0.513,0.205,0.124,0.009,0.031,0.104,0.154,0.144,0.241,0.036,0.116,0.180,0.136,0.189,0.015
Pohuwato,0.000,0.064,0.534,0.223,1.192,1.333,0.042,0.041,0.073,1.072,0.078,0.079,0.004,0.014,0.071,0.007,0.114,0.020,0.690,0.057,0.069,0.010,0.016,0.071,0.113,0.090,0.522,0.088,0.543,0.234,0.129,0.079,0.018
Bone Bolango,0.000,0.094,0.805,0.365,2.119,1.952,0.025,0.180,0.066,0.427,0.201,0.790,0.009,0.039,0.162,0.026,0.182,0.068,0.429,0.235,0.235,0.097,0.056,0.148,0.081,0.329,0.245,0.123,0.333,0.360,0.133,0.235,0.004
Gorontalo Utara,0.000,0.135,0.477,0.330,2.079,1.677,0.036,0.039,0.027,0.884,0.090,0.488,0.004,0.017,0.143,0.025,0.173,0.062,0.599,0.339,0.165,0.049,0.021,0.087,0.067,0.061,0.373,0.126,0.276,0.499,0.165,0.186,0.030
Kota Gorontalo,0.000,0.361,0.518,0.240,2.175,1.885,0.042,0.136,0.093,0.779,0.166,0.235,0.005,0.034,0.194,0.079,0.175,0.042,0.557,0.380,0.168,0.072,0.073,0.208,0.078,0.159,0.413,0.046,0.053,0.256,0.162,0.130,0.009
Majene,0.000,0.164,1.341,0.826,2.910,1.306,0.134,0.004,0.099,0.521,0.143,0.157,0.043,0.005,0.125,0.015,0.199,0.091,1.403,0.056,0.029,0.045,0.006,0.118,0.433,0.097,0.283,0.073,0.040,0.589,0.112,0.135,0.004
Polewali Mandar,0.000,0.210,1.346,0.714,2.229,2.313,0.273,0.017,0.065,0.675,0.143,0.981,0.037,0.025,0.322,0.029,0.313,0.074,1.366,0.710,0.158,0.165,0.006,0.263,0.191,0.133,0.102,0.194,0.116,1.268,0.127,0.110,-
Mamasa,0.000,0.070,0.773,0.334,0.403,0.696,0.040,0.006,0.020,0.422,0.043,0.192,0.004,0.002,0.070,0.002,0.094,0.116,0.304,0.127,0.058,0.080,0.002,0.013,0.033,0.044,0.003,0.032,0.011,0.800,0.040,0.003,0.027
Mamuju,0.000,0.191,0.861,0.350,1.659,1.297,0.041,0.008,0.074,0.182,0.106,0.047,0.003,0.006,0.033,0.013,0.186,0.101,1.054,0.028,0.050,0.068,0.020,0.143,0.045,0.118,0.148,0.156,0.055,0.436,0.108,0.050,0.025
Mamuju Utara,0.000,0.384,0.785,0.273,2.252,1.493,0.175,0.014,0.141,0.568,0.101,0.186,0.003,0.022,0.085,0.048,0.292,0.042,0.946,0.069,0.029,0.086,0.012,0.136,0.034,0.134,0.328,0.077,0.100,0.285,0.170,0.134,0.000
Mamuju Tengah,0.000,0.111,0.382,0.407,1.042,0.867,0.048,0.006,0.088,0.439,0.069,0.041,0.004,0.033,0.035,0.015,0.241,0.060,1.005,0.028,0.059,0.088,0.002,0.134,0.140,0.093,0.180,0.297,0.084,0.320,0.103,0.041,-
Maluku Tenggara Barat,0.000,0.269,4.546,0.223,0.098,1.032,0.129,0.044,0.003,0.084,0.040,0.008,-,0.005,0.032,0.001,0.037,0.009,0.204,0.010,0.004,0.001,0.003,0.001,0.021,0.047,0.082,0.059,0.024,0.065,0.014,0.106,0.029
Maluku Tenggara,0.000,0.096,4.049,0.259,0.761,1.233,0.402,0.047,0.014,0.104,0.033,0.293,0.004,0.033,0.282,0.008,0.050,0.019,0.201,0.289,0.017,0.002,0.004,0.003,0.288,0.186,0.089,0.074,0.121,0.279,0.034,0.268,0.010
Maluku Tengah,0.000,0.330,4.467,0.248,0.314,1.941,0.151,0.051,0.019,0.157,0.302,0.627,0.004,0.026,0.214,0.015,0.151,0.062,0.295,0.029,0.059,0.030,0.018,0.024,0.630,0.067,0.124,0.070,0.044,0.123,0.052,0.383,0.005
Buru,0.000,0.188,2.970,0.221,0.331,1.724,0.017,0.079,0.094,0.256,0.076,0.045,0.008,0.072,0.055,0.024,0.162,0.020,0.244,0.017,0.001,0.005,0.006,0.024,0.174,0.061,0.206,0.039,0.046,0.230,0.036,0.382,0.001
Kepulauan Aru,0.000,0.158,2.915,0.046,0.243,1.923,0.525,0.007,0.011,0.069,0.067,0.038,0.001,0.016,0.001,0.006,0.068,0.005,0.235,0.026,0.015,0.003,0.000,-,0.175,0.041,0.053,0.049,0.061,0.077,0.008,0.145,0.006
Seram Bagian Barat,0.000,0.344,5.276,0.091,0.309,2.703,0.347,0.021,0.006,0.202,0.110,0.339,0.021,0.029,0.179,0.003,0.082,0.038,0.173,0.166,0.018,0.023,0.041,0.006,1.028,0.086,0.047,0.050,0.060,0.077,0.042,0.227,0.017
Seram Bagian Timur,0.000,0.091,2.386,0.245,0.866,1.752,0.249,0.005,0.021,0.409,0.029,0.033,0.003,0.015,0.051,0.006,0.075,0.005,0.138,0.033,0.009,0.005,0.011,0.005,5.820,0.054,0.070,0.030,0.051,0.248,0.022,0.570,0.007
Maluku Barat Daya,0.000,0.188,3.222,0.127,0.220,0.831,0.247,0.028,0.003,0.087,0.038,0.014,0.000,0.007,0.025,0.001,0.017,0.010,0.048,0.024,0.000,0.001,0.001,0.000,0.004,0.057,0.027,0.062,0.106,0.205,0.019,0.210,0.031
Buru Selatan,0.000,0.184,3.863,0.118,0.325,0.919,0.165,0.004,0.003,0.034,0.026,0.014,0.003,0.009,0.049,0.005,0.018,0.001,0.070,0.017,0.006,0.002,0.000,0.003,0.163,0.020,0.041,0.035,0.083,0.114,0.010,0.191,0.014
Kota Ambon,0.000,0.957,3.680,0.213,0.566,1.419,0.091,0.078,0.074,0.839,0.144,0.117,0.019,0.065,0.145,0.066,0.253,0.025,0.160,0.182,0.085,0.093,0.093,0.020,0.077,0.333,0.229,0.171,0.115,0.309,0.171,0.084,0.012
Kota Tual,0.000,0.143,4.206,0.151,0.392,0.937,0.075,0.041,0.020,0.142,0.077,0.134,0.003,0.044,0.126,0.014,0.091,0.028,0.137,0.150,0.023,0.029,0.014,0.006,0.127,0.168,0.214,0.102,0.110,0.222,0.036,0.350,0.000
Halmahera Barat,0.000,0.128,1.870,0.196,0.769,1.269,0.016,0.014,0.015,0.210,0.060,0.349,0.000,0.002,0.193,0.001,0.065,0.024,0.197,0.263,0.019,0.147,0.001,0.016,0.029,0.042,0.047,0.018,0.040,0.306,0.028,0.256,0.017
Halmahera Tengah,0.000,0.069,2.002,0.101,1.114,1.408,0.230,0.024,0.038,0.340,0.057,0.084,0.001,0.001,0.033,0.004,0.062,0.017,0.136,0.037,0.076,0.001,0.010,0.031,0.123,0.101,0.113,0.068,0.058,0.118,0.019,0.545,0.002
Kepulauan Sula,0.000,0.181,3.184,0.182,0.614,0.957,0.082,0.011,0.003,0.029,0.077,0.097,0.001,0.011,0.084,0.004,0.080,0.042,0.119,0.061,0.022,0.004,0.002,0.142,0.189,0.082,0.078,0.027,0.004,0.094,0.012,0.530,0.006
Halmahera Selatan,0.000,0.006,2.271,0.155,0.339,0.596,0.111,0.008,0.015,0.474,0.024,0.137,-,0.001,0.129,0.002,0.029,0.014,0.227,0.127,0.017,0.006,0.001,0.005,0.921,0.050,0.038,0.022,0.014,0.265,0.003,0.658,0.001
Halmahera Utara,0.000,0.430,2.452,0.365,0.851,1.638,0.053,0.045,0.025,0.134,0.129,0.054,0.015,0.030,0.100,0.023,0.124,0.036,0.322,0.055,0.032,0.076,0.016,0.024,0.218,0.042,0.126,0.063,0.020,0.170,0.033,0.254,0.009
Halmahera Timur,0.000,0.101,2.303,0.233,0.685,1.274,0.003,0.052,0.053,0.274,0.034,0.027,0.000,0.013,0.072,0.007,0.074,0.018,0.185,0.035,0.041,0.373,0.001,0.009,0.316,0.042,0.169,0.064,0.080,0.117,0.048,0.466,0.004
Pulau Morotai,0.000,0.125,2.871,0.410,0.461,1.391,0.093,0.025,0.013,0.092,0.055,0.056,0.003,0.006,0.058,0.014,0.031,0.015,0.165,0.046,0.009,0.124,0.010,0.002,0.133,0.066,0.137,0.033,0.027,0.145,0.049,0.381,0.017
Pulau Taliabu,0.000,0.082,3.008,0.079,0.604,1.512,0.110,0.014,0.008,0.317,0.029,0.041,0.000,0.007,0.077,0.001,0.036,0.004,0.269,0.066,0.006,0.002,0.001,0.035,0.229,0.030,0.053,0.009,0.037,0.049,0.001,0.457,0.008
Kota Ternate,0.000,0.312,1.592,0.242,2.020,1.847,0.157,0.098,0.081,0.343,0.223,0.240,0.014,0.059,0.263,0.031,0.185,0.018,0.247,0.301,0.115,0.192,0.076,0.040,0.487,0.169,0.266,0.098,0.086,0.323,0.123,0.160,-
Kota Tidore Kepulauan,0.000,0.130,2.645,0.311,0.929,2.006,0.065,0.036,0.042,0.378,0.142,0.083,-,0.014,0.095,0.016,0.097,0.004,0.260,0.082,0.075,0.223,0.013,0.016,0.225,0.103,0.119,0.079,0.144,0.245,0.044,0.467,0.004
Fakfak,0.000,0.313,0.876,1.189,0.587,1.664,0.320,0.025,0.025,0.355,0.047,0.057,0.006,0.014,0.060,0.019,0.124,0.012,0.493,0.070,0.033,0.049,0.003,0.022,0.139,0.362,0.061,0.210,0.090,0.266,0.130,0.432,0.003
